=======[thaumcraft]=======
WARP | thaumcraft | Warp, Flux and all things bad | 1 | [None] | [None]
CAP_sun | am2pg | Sunstone Wand Caps | 1 | [SUNSTONEALLOY] | [None]

=======[railcraft]=======
RC_Crowbar | railcraft | Thaumium Crowbar | 3 | [None] | [THAUMIUM]
RC_Crowbar_Void | railcraft | Void metal Crowbar | 3 | [RC_Crowbar] | [VOIDMETAL]

=======[arcane_engineering]=======
AEFAKE_VOIDMETAL | arcane_engineering | Void metal | 1 | [None] | [None]
NODEDESTABILIZER | arcane_engineering | Node Destabilizer | 2 | [AEFAKE_NODESTABILIZER] | [None]
CHARGER | arcane_engineering | Crystalline Charger | 2 | [ROD_upgradeable, DISTILESSENTIA, INFUSION, ROD_primal_staff] | [None]
CAPACITOR | arcane_engineering | Vis Capacitor | 2 | [ROD_upgradeable, DISTILESSENTIA, THAUMIUM] | [None]
CAP_electrum | arcane_engineering | Electrum Wand Caps | 1 | [AEFAKE_BASICTHAUMATURGY] | [None]
AEFAKE_BASICTHAUMATURGY | arcane_engineering | Basic Wand Craft | 1 | [None] | [None]
IMPULSEBOOTS | arcane_engineering | Impulse Boots | 1 | [None] | [None]
MAGITECH | arcane_engineering | Magical Technology | 1 | [None] | [None]
CAP_steel | arcane_engineering | Steel Wand Caps | 1 | [AEFAKE_BASICTHAUMATURGY] | [None]
DRILLVOID | arcane_engineering | Void Drill Head | 2 | [DRILLTHAUMIUM, AEFAKE_VOIDMETAL] | [None]
AEFAKE_NODESTABILIZER | arcane_engineering | Node Stabilizer | 1 | [None] | [None]
ROD_upgradeable | arcane_engineering | Treated Wood Wand Core | 1 | [AEFAKE_BASICTHAUMATURGY] | [None]
ENERGIZER | arcane_engineering | Focus Energizer | 3 | [ROD_upgradeable, PRIMPEARL, INFUSION] | [None]
DRILLTHAUMIUM | arcane_engineering | Thaumium Drill Head | 2 | [AEFAKE_THAUMIUM] | [None]
AEFAKE_THAUMIUM | arcane_engineering | Magical Metallurgy | 1 | [None] | [None]

=======[automagy]=======
REDCRYSTAL | automagy | Redcrystal | 1 | [REDSTONETHEORY] | [None]
GOLEMLINKER | automagy | Golem Linking Bell | 1 | [GOLEMINHIBITOR] | [INFUSION, UPGRADEORDER, GOLEMBELL]
NETHERRUNE_WISP | automagy | Runed Obsidian: Wisp | 1 | [DIMENSIONLURE] | [None]
MOBLURE | automagy | Siren's Lure | 2 | [NETHERMIND] | [INFUSION]
DIMENSIONLURE | automagy | Dimensional Lure | 2 | [MOBLURE, ENTITYSIGNAL] | [INFUSION]
ADVNODEJAR | automagy | Advanced Node Jarring | 3 | [None] | [NODEJAR, FOCUSWARDING, WARDEDARCANA]
TALLYBLOCK_LENS | automagy | Tally Box Lenses | 1 | [TALLYBLOCK] | [None]
NETHERRUNE_GHAST | automagy | Runed Obsidian: Ghast | 1 | [DIMENSIONLURE] | [None]
NETHERRUNE_BAT | automagy | Runed Obsidian: Bat | 1 | [DIMENSIONLURE] | [None]
SLIVERS_TRAVEL | automagy | Slivers for Travel | 1 | [SLIVERS] | [PAVETRAVEL]
REMOTECOMPARATOR | automagy | Remote Comparator | 1 | [REDCRYSTAL] | [None]
ESSENTIALOCUSAGGREGATOR | automagy | Essentia Aggregator | 1 | [ESSENTIALOCUS] | [MIRRORESSENTIA, JARVOID, INFUSION]
MIRRORINPUT | automagy | Melding Mirror | 2 | [None] | [MIRROR, VOIDMETAL, REMOTECOMPARATOR, INFUSION]
REDCRYSTAL_DIM | automagy | Dim Redcrystal | 1 | [REDCRYSTAL] | [None]
REDCRYSTAL_MIRRORBOUND | automagy | Mercurial Redcrystal | 2 | [REDCRYSTAL_RES] | [MIRROR]
THIRSTYTANK | automagy | Thirsty Tank | 2 | [GREEDYCHEST] | [None]
EAGERCHEST | automagy | Eager Chest | 1 | [AVARICIOUS, ENCHANTEDPAPER] | [None]
THIRSTYTANK_GLYPH_BOVINE | automagy | Glyph of the Bovine | 2 | [THIRSTYTANK_GLYPH] | [ENTITYSIGNAL]
NETHERRUNE_LIGHT | automagy | Runed Obsidian: Light | 1 | [NETHERMIND] | [None]
HUNGRYMAW | automagy | Hungry Maw | 1 | [HUNGRYCHEST, FOCUSPORTABLEHOLE] | [None]
ALCHEMYBOILER | automagy | Alchemical Boiler | 2 | [None] | [DISTILESSENTIA]
ENTITYSIGNAL | automagy | Signum Entia | 2 | [CRYSTALBRAIN] | [INFUSION]
NETHERRUNE_SLIME | automagy | Runed Obsidian: Slime | 1 | [DIMENSIONLURE] | [None]
NETHERRUNE_ZOMBIE | automagy | Runed Obsidian: Zombie | 1 | [DIMENSIONLURE] | [TALLOW]
XPSTONE | automagy | Soul Stone | 1 | [AMNESIASTONE] | [None]
GREEDYCHEST | automagy | Greedy Chest | 1 | [HUNGRYCHEST] | [None]
GOLEMWORKBENCH | automagy | Golem's Workbench | 1 | [ENCHANTEDPAPER] | [COREEMPTY, INFUSION]
NETHERRUNE_SOUL | automagy | Runed Obsidian: Soul | 1 | [NETHERMIND] | [None]
MIRRORMULTIDEST | automagy | Dispersing Mirror | 2 | [MIRRORINPUT, INVENTARIUM_DELIVERY] | [INFUSION]
ENDERDISJUNCTION | automagy | Ender Disjunction | 2 | [AVARICIOUS] | [INFUSION]
INVENTARIUM_DELIVERY | automagy | Supply and Demand | 2 | [INVENTARIUM] | [GOLEMLINKER, GOLEMINHIBITOR, NITORLIGHT, INFUSION]
SLIVERS | automagy | Slivers of Magic | 1 | [None] | [None]
ENCHANT_FISHING | automagy | Fishing Enchantments | 1 | [None] | [INFUSIONENCHANTMENT]
NETHERRUNE_CELERITY | automagy | Runed Obsidian: Celerity | 1 | [NETHERMIND] | [GREEDYCHEST]
THIRSTYTANK_GLYPH | automagy | Thirsty Glyphs | 1 | [THIRSTYTANK] | [AVARICIOUS]
CRYSTALBRAIN | automagy | Crystalline Brain | 3 | [REMOTECOMPARATOR] | [None]
VISHROOMSOUP | automagy | Vishroom Oddities | 1 | [None] | [None]
NITORLIGHT | automagy | Glowing Amber | 1 | [None] | [NITOR]
INVENTARIUM | automagy | Inventarium | 1 | [CRYSTALBRAIN, TALLYBLOCK] | [VISPOWER, INFUSION]
INVENTARIUM_POINTER | automagy | Scrivener's Oculus | 1 | [INVENTARIUM] | [None]
REDCRYSTAL_RES | automagy | Resonating Redcrystal | 2 | [None] | [REDCRYSTAL]
ENTROPICREFINING | automagy | Entropic Refining | 1 | [None] | [ENTROPICPROCESSING]
GOLEMWORKBENCH_UPGRADE | automagy | Workbench Upgrades | 1 | [GOLEMWORKBENCH] | [UPGRADEAIR, UPGRADEEARTH, UPGRADEFIRE, UPGRADEWATER, UPGRADEORDER, UPGRADEENTROPY]
FOCUSCRAFTING | automagy | Wand Focus: Crafting | 1 | [None] | [FOCUSFIRE]
ENCHANTEDPAPER | automagy | Enchanted Paper | 1 | [GREEDYCHEST] | [None]
AUTOHANDMIRROR | automagy | Hungry Hand Mirror | 1 | [FINICALMAW] | [MIRRORHAND]
REDSTONETHEORY | automagy | Redstone Theory | 1 | [None] | [None]
NETHERRUNE_SKELETON | automagy | Runed Obsidian: Skull | 1 | [DIMENSIONLURE] | [None]
ESSENTIALOCUS | automagy | Essentia Locus | 1 | [CRYSTALBRAIN, VISREADER] | [TUBES, GOGGLES, INFUSION]
MAGICHOURGLASS | automagy | Magic Hourglass | 1 | [REDCRYSTAL] | [None]
AMNESIASTONE | automagy | Amnesiac's Stone | 1 | [GOLEMINHIBITOR, JARBRAIN] | [None]
FOCUSCRAFTING_UPGRADE | automagy | Crafting Focus Upgrades | 2 | [FOCUSCRAFTING] | [FOCALMANIPULATION]
REDCRYSTAL_AMP | automagy | Amplified Redcrystal | 1 | [REDCRYSTAL] | [None]
INVENTARIUM_EXTRA | automagy | Condensed Archives | 1 | [INVENTARIUM] | [None]
NETHERRUNE_CRYSTAL | automagy | Runed Obsidian: Crystal | 1 | [NETHERMIND] | [None]
THAUMOSTATICREFUELER | automagy | Thaumostatic Spire | 2 | [CRYSTALBRAIN] | [HOVERHARNESS, VISPOWER, THAUMIUM, DISTILESSENTIA, INFUSION]
TALLYBLOCK | automagy | Tally Box | 1 | [REMOTECOMPARATOR, ENCHANTEDPAPER] | [None]
NETHERMIND | automagy | Nethermind | 1 | [CRYSTALBRAIN] | [GREEDYCHEST, VISPOWER, DISTILESSENTIA, INFUSION]
VISREADER | automagy | Vis Reader | 1 | [REMOTECOMPARATOR, DISTILESSENTIA] | [None]
FINICALMAW | automagy | Finical Maw | 1 | [HUNGRYMAW, ENCHANTEDPAPER] | [None]
AVARICIOUS | automagy | Structured Avarice | 1 | [GREEDYCHEST] | [None]
TENACIOUSCHEST | automagy | Tenacious Chest | 1 | [AVARICIOUS] | [None]
REDCRYSTAL_DENSE | automagy | Dense Redcrystal | 1 | [REDCRYSTAL] | [None]
SLIVERS_WARDING | automagy | Slivers for Warding | 1 | [SLIVERS] | [PAVEWARD]
GOLEMINHIBITOR | automagy | Golemic Inhibitor | 2 | [CRYSTALBRAIN] | [GOLEMFETTER, THAUMIUM]

=======[cybersus]=======
SIN_HEART | cybersus | Sin Heart | 1 | [BLANK_HEART] | [INFUSION]
BLANK_MOTHERBOARD | cybersus | empty motherboard | 3 | [PORTABLE_ASPECT_HOLDERS] | [INFUSION]
MIND_EXPLODER | cybersus | Mind-exploder | 2 | [BLANK_MOTHERBOARD] | [INFUSION]
GRAVITY_INCREASER | cybersus | Gravity Booster | 3 | [PORTABLE_ASPECT_HOLDERS] | [INFUSION]
PORTABLE_ASPECT_HOLDERS | cybersus | Portable aspect storage | 3 | [CYBERSUS_BASIC_INFO] | [INFUSION, INFUSION]
BERSERK_HEART | cybersus | Berserk Heart | 2 | [BLANK_HEART] | [INFUSION]
SLEEP_MODULE | cybersus | Sleep Module | 2 | [BLANK_MOTHERBOARD] | [INFUSION]
PHOENIX_HEART | cybersus | Phoenix heart | 1 | [BLANK_HEART] | [INFUSION]
CYBERSUS_BASIC_INFO | cybersus | Magic Prosthetics | 1 | [None] | [None]
BLANK_EYE | cybersus | Eye Implantation | 2 | [PORTABLE_ASPECT_HOLDERS] | [INFUSION]
BLANK_HEART | cybersus | Empty heart | 2 | [PORTABLE_ASPECT_HOLDERS] | [INFUSION]
SHADOW_SKIN | cybersus | Cover of shadows | 3 | [PORTABLE_ASPECT_HOLDERS] | [INFUSION]
ILLUSION_GENERATOR | cybersus | Illusion Generator | 2 | [BLANK_EYE] | [INFUSION]
TORMENTOR | cybersus | Tormentor | 3 | [BLANK_MOTHERBOARD] | [INFUSION]

=======[emt]=======
Thaumium Plate | emt | Thaumium Plate | 1 | [None] | [None]
Kris-tmas Focus | emt | Kris-tmas Focus | 1 | [Electric Magic Tools] | [None]
Macerating Native Ore Clusters | emt | Macerating Native Ore Clusters | 1 | [None] | [None]
Diamond Chainsaw | emt | Diamond Chainsaw | 1 | [None] | [None]
Auram Generator | emt | Auram Generator | 1 | [Potentia Generator] | [None]
Fire Infused Solar Panels | emt | Fire Infused Solar Panels | 1 | [Compressed Solars] | [None]
Mjolnir | emt | Mjolnir | 3 | [None] | [INFUSION, Electric Magic Tools]
UU-Matter Infusion | emt | UU-Matter Infusion | 3 | [None] | [INFUSION, INFUSION, INFUSION, INFUSION, INFUSION, INFUSION, INFUSION, INFUSION, INFUSION, INFUSION, INFUSION, INFUSION, INFUSION, INFUSION, Electric Magic Tools]
Electric Goggles | emt | Electric Goggles | 1 | [Electric Magic Tools] | [None]
Solar Helmet of Revealing | emt | Solar Helmet of Revealing | 1 | [Compressed Solars] | [INFUSION, Quantum Goggles of Revealing]
Potentia Generator | emt | Potentia Generator | 3 | [Electric Magic Tools] | [INFUSION]
Nano Boots of the Traveller | emt | Nano Boots of the Traveller | 2 | [Electric Boots of the Traveller] | [INFUSION]
Explosion Focus | emt | Explosion Focus | 2 | [Electric Magic Tools] | [INFUSION]
Electric Hoe of Growth | emt | Electric Hoe of Growth | 2 | [Electric Magic Tools] | [INFUSION]
Quantum Wings | emt | Quantum Wings | 3 | [Nanosuit Wings] | [INFUSION]
The Legend | emt | The Legend | 1 | [None] | [None]
Etheral Processor | emt | Etheral Processor | 2 | [Electric Magic Tools] | [INFUSION]
Aer Generator | emt | Aer Generator | 1 | [Potentia Generator] | [None]
Infused Quantum Armor | emt | Infused Quantum Ñhestplate. | 3 | [Quantum Wings] | [INFUSION]
Compressed Solars | emt | Compressed Solars | 2 | [None] | [INFUSION, Potentia Generator]
Armor Charging Ring | emt | Armor Charging Ring | 3 | [Inventory Charging Ring] | [INFUSION]
Thaumium Chainsaw | emt | Thaumium Chainsaw | 1 | [Electric Magic Tools] | [INFUSION]
Inventory Charging Ring | emt | Inventory Charging Ring | 3 | [None] | [INFUSION, Electric Magic Tools]
Thaumium Drill | emt | Thaumium Drill | 1 | [Electric Magic Tools] | [INFUSION]
Portable Node | emt | Portable Node | 3 | [Electric Magic Tools] | [None]
The One Ring | emt | The One Ring | 1 | [None] | [None]
Thaumium Omnitool | emt | Thaumium Omnitool | 2 | [Diamond Omnitool] | [INFUSION, INFUSION, Thaumium Drill, Thaumium Chainsaw]
Water Infused Solar Panels | emt | Water Infused Solar Panels | 1 | [Compressed Solars] | [None]
Ignis Generator | emt | Ignis Generator | 1 | [Potentia Generator] | [None]
Quantum Goggles of Revealing | emt | Quantum Goggles of Revealing | 3 | [Nanosuit Goggles of Revealing] | [INFUSION]
Electric Cloud | emt | Electric Cloud | 1 | [None] | [None]
Chainsaw of the Stream | emt | Chainsaw of the Stream | 3 | [Thaumium Chainsaw] | [INFUSION]
Nanosuit Goggles of Revealing | emt | Nanosuit Goggles of Revealing | 2 | [Electric Goggles] | [INFUSION]
Feather Wings | emt | Feather Wings | 1 | [Electric Magic Tools] | [None]
Wand Focus: Charging | emt | Wand Focus: Charging | 2 | [Electric Magic Tools] | [INFUSION]
Shield Focus | emt | Shield Focus | 2 | [Electric Magic Tools] | [INFUSION]
Thaumium Reinforced Wings | emt | Thaumium Reinforced Wings | 1 | [Feather Wings] | [None]
Energy Ball Focus | emt | Energy Ball Focus | 2 | [Electric Magic Tools] | [INFUSION]
Electric Magic Tools | emt | Electric Magic Tools | 1 | [None] | [None]
Arbor Generator | emt | Arbor Generator | 1 | [Potentia Generator] | [None]
Lightning Summoner | emt | Lightning Summoner | 1 | [None] | [None]
Entropy Infused Solar Panels | emt | Entropy Infused Solar Panels | 1 | [Compressed Solars] | [None]
Electric Boots of the Traveller | emt | Electric Boots of the Traveller | 1 | [Electric Magic Tools] | [INFUSION]
Electric Scribing Tools | emt | Electric Scribing Tools | 1 | [None] | [Electric Magic Tools]
Shield Block | emt | Shield Block | 1 | [Shield Focus] | [None]
Nanosuit Wings | emt | Nanosuit Wings | 2 | [Thaumium Reinforced Wings] | [INFUSION]
Diamond Omnitool | emt | Diamond Omnitool | 1 | [Iron Omnitool] | [None]
Air Infused Solar Panels | emt | Air Infused Solar Panels | 1 | [Compressed Solars] | [None]
Wand Focus: Wand Charging | emt | Wand Focus: Wand Charging | 3 | [Wand Focus: Charging] | [INFUSION]
Order Infused Solar Panels | emt | Order Infused Solar Panels | 1 | [Compressed Solars] | [None]
Drill of the Rockbreaker | emt | Drill of the Rockbreaker | 3 | [Thaumium Drill] | [INFUSION]
Supercharged Mjolnir | emt | Supercharged Mjolnir | 3 | [Mjolnir] | [INFUSION]
Industrial Wand Charging Station | emt | Industrial Wand Charging Station | 3 | [Potentia Generator] | [INFUSION]
Earth Infused Solar Panels | emt | Earth Infused Solar Panels | 1 | [Compressed Solars] | [None]
Iron Omnitool | emt | Iron Omnitool | 1 | [Electric Magic Tools] | [None]
Quantum Boots of the Traveller | emt | Quantum Boots of the Traveller | 3 | [Nano Boots of the Traveller] | [INFUSION]
Tiny Uranium | emt | Tiny Uranium | 1 | [None] | [Electric Magic Tools]

=======[essenthaum]=======
et.research.pureLeft | essenthaum | Pure Particle | 3 | [et.research.pearlDivsion] | [None]
et.research.wandCharger | essenthaum | Wand Charger | 3 | [et.research.aspectProcessor] | [None]
et.research.mruSpreader | essenthaum | MRU Redistribution | 3 | [et.research.mruLeft] | [None]
et.research.mruLeft | essenthaum | Primordial MRU Leftovers | 3 | [et.research.pearlDivsion] | [None]
et.research.infusedStone | essenthaum | Aspect Fortification | 3 | [et.research.matrix] | [None]
et.research.aspectTransvector | essenthaum | Aspect Direction | 3 | [et.research.mruVol3] | [None]
et.research.chunkLoader | essenthaum | MRU Chunk Loader | 3 | [et.research.infusedStone] | [None]
et.research.foci_light | essenthaum | Wand Focus: MRU Lights | 3 | [et.research.matrix] | [None]
et.research.foci_lifedrain | essenthaum | Wand Focus: MRU Lifedrain | 3 | [et.research.matrix] | [None]
et.research.foci_sanity | essenthaum | Wand Focus: MRU Stabilizer | 3 | [et.research.matrix] | [None]
et.research.auraStabiliser | essenthaum | Aura Stabilizer | 3 | [et.research.infusedStone] | [None]
et.research.primordial | essenthaum | Primordial Pearl Leftovers | 3 | [et.research.pearlDivsion] | [None]
et.research.pearlDivsion | essenthaum | Primordial Pearl Division | 3 | [et.research.mruVol5, PRIMPEARL] | [None]
et.research.auraSpoiler | essenthaum | MRU Aura Spoiler | 3 | [et.research.auraStabiliser] | [None]
et.research.mrucuStabilizer | essenthaum | MRUCU Stabilization | 3 | [et.research.primordial] | [None]
et.research.dimTranciever | essenthaum | MRU Dimensional Transceiver | 3 | [et.research.infusedStone] | [None]
et.research.aspectProcessor | essenthaum | Aspects & MRU Unification | 3 | [et.research.mruVol3] | [None]
et.research.inkwellmru | essenthaum | MRU Powered Ink Well | 1 | [et.research.mruVol1] | [None]
et.research.nodeIrradiation | essenthaum | Aura Node Irradiation | 3 | [et.research.mruLeft] | [None]
ROD_mru | essenthaum | MRU Wand Core | 3 | [et.research.aspectTransvector] | [None]
CAP_mru | essenthaum | MRU Caps | 3 | [et.research.aspectTransvector] | [None]
et.research.crystalDestructor | essenthaum | Crystal Destruction | 3 | [et.research.aspectProcessor] | [None]
et.research.fluxWiper | essenthaum | Flux Wiper | 3 | [et.research.mruLeft] | [None]
et.research.foci_fortification | essenthaum | Wand Focus: MRU Fortification | 3 | [et.research.matrix] | [None]
et.research.matrix | essenthaum | MRU Matrix | 3 | [et.research.mruVol2] | [None]
et.research.mrucuAbsorber | essenthaum | MRUCU Absorption | 3 | [et.research.primordial] | [None]
et.research.mruVol3 | essenthaum | MRU Volume 3 | 3 | [et.research.mruVol2, INFUSION] | [None]
et.research.mruVol4 | essenthaum | MRU Volume 4 | 3 | [et.research.mruVol3, ELDRITCHMINOR] | [None]
et.research.mruVol5 | essenthaum | MRU Volume 5 | 3 | [et.research.mruVol4] | [None]
et.research.mruVol1 | essenthaum | MRU Volume 1 | 1 | [None] | [None]
et.research.generator | essenthaum | MRU Generator | 3 | [et.research.aspectProcessor] | [None]
ROD_mruStaff_staff | essenthaum | MRU Staff Core | 3 | [et.research.aspectTransvector] | [None]
et.research.mruVol2 | essenthaum | MRU Volume 2 | 2 | [et.research.mruVol1] | [None]
et.research.foci_infusion | essenthaum | Wand Focus: MRU Infusion | 3 | [et.research.matrix] | [None]
et.research.foci_ender | essenthaum | Wand Focus: MRU Teleportation | 3 | [et.research.matrix] | [None]
et.research.shadeLeft | essenthaum | Shade Particle | 3 | [et.research.pearlDivsion] | [None]

=======[thaumcraft]=======
essentiapipes:PIPES_BASIC | thaumcraft | Essentia Pipes | 1 | [None] | [THAUMATORIUM]
essentiapipes:PIPES_THAUMIUM | thaumcraft | Thaumium-Reinforced Essentia Pipes | 1 | [essentiapipes:PIPES_BASIC, THAUMIUM] | [None]
essentiapipes:PIPES_VOIDMETAL | thaumcraft | Voidmetal-Reinforced Essentia Pipes | 2 | [essentiapipes:PIPES_THAUMIUM, ESSENTIARESERVOIR] | [None]

=======[forgottenrelics]=======
OblivionStone | forgottenrelics | Keystone of The Oblivion | 1 | [SuperpositionRing] | [VOIDMETAL, SINSTONE]
NuclearFury | forgottenrelics | Nuclear Fury | 3 | [ChaosTome] | [PRIMPEARL]
SpellbookTheory | forgottenrelics | Basics of Spellbook Mastery | 1 | [GenericTheory] | [CRIMSON]
FateTome | forgottenrelics | Tome of Broken Fates | 3 | [SpellbookTheory] | [ELDRITCHMAJOR]
SuperpositionRing | forgottenrelics | Ring of Superposition | 2 | [GenericTheory] | [ELDRITCHMINOR]
Thunderpeal | forgottenrelics | Thunderpeal | 2 | [SpellbookTheory] | [DiscordTome, FOCUSSHOCK, FOCALMANIPULATION]
DiscordTome | forgottenrelics | Tome of Discord | 2 | [SpellbookTheory] | [FOCUSPORTABLEHOLE]
DimensionalMirror | forgottenrelics | Dimensional Mirror | 2 | [GenericTheory] | [MIRRORHAND, FOCUSPORTABLEHOLE, DeificAmulet]
DarkSunRing | forgottenrelics | Ring of The Seven Suns | 3 | [SuperpositionRing] | [ELDRITCHMINOR, NITOR, RUNICCHARGED]
SoulTome | forgottenrelics | Edict of a Thousand Damned Souls | 3 | [ObeliskDrainer] | [JARBRAIN]
XPTome | forgottenrelics | Tome of Ageless Wisdom | 2 | [WeatherStone] | [JARBRAIN, NITOR]
LunarFlares | forgottenrelics | Tome of Lunar Flares | 3 | [TelekinesisTome] | [EldritchSpell, PRIMPEARL]
ChaosTome | forgottenrelics | Tome of The Primal Chaos | 2 | [EldritchSpell] | [ROD_primal_staff]
FalseJustice | forgottenrelics | False Justice | 3 | [None] | [Apotheosis]
ObeliskDrainer | forgottenrelics | Devourer of The Void | 3 | [DiscordTome] | [ELDRITCHMAJOR, VOIDMETAL, ENCHFABRIC, NITOR, OCULUS]
ChaosCore | forgottenrelics | Chaos Core | 2 | [OblivionStone] | [ALUMENTUM, AncientAegis]
OblivionAmulet | forgottenrelics | Amulet of The Oblivion | 3 | [XPTome] | [OblivionStone, TerrorCrown, PRIMPEARL]
AncientAegis | forgottenrelics | Ancient Aegis | 1 | [SuperpositionRing] | [RUNICKINETIC, ENCHFABRIC]
TerrorCrown | forgottenrelics | Crown of Terror | 3 | [XPTome] | [ELDRITCHMAJOR, OCULUS]
CrimsonSpell | forgottenrelics | Crimson Spell | 3 | [EldritchSpell] | [INFUSION]
NebulousCore | forgottenrelics | Nebulous Core | 3 | [DeificAmulet] | [PRIMPEARL, VISAMULET, SuperpositionRing, THAUMIUM]
Overthrower | forgottenrelics | Edict of Eternal Banishment | 2 | [DiscordTome] | [FOCUSHELLBAT]
DiscordRing | forgottenrelics | Ring of Discord | 2 | [DeificAmulet] | [DiscordTome]
EldritchSpell | forgottenrelics | Eldritch Spell | 2 | [ObeliskDrainer] | [INFUSION]
ShinyStone | forgottenrelics | Shiny Stone | 2 | [DeificAmulet] | [INFUSION]
AdvancedMiningCharm | forgottenrelics | Ethereal Mining Charm | 2 | [MiningCharm] | [INFUSION]
GenericTheory | forgottenrelics | Theory of Eternal Artifacts | 1 | [None] | [INFUSION, THAUMIUM]
TheParadox | forgottenrelics | The Paradox | 1 | [SuperpositionRing] | [ChaosCore, PRIMPEARL]
PechFocus | forgottenrelics | Wand Focus: Pech's Curse | 2 | [WeatherStone] | [FOCUSFIRE, FOCUSFROST]
TelekinesisTome | forgottenrelics | Tome of Predestiny | 2 | [DiscordTome] | [ELDRITCHMINOR, Thunderpeal]
Apotheosis | forgottenrelics | The Apotheosis | 2 | [DiscordTome] | [LunarFlares, SoulTome, NuclearFury, CrimsonSpell, FateTome, NebulousCore, OblivionAmulet, TheParadox, Overthrower, DarkSunRing, ShinyStone, DimensionalMirror]
MiningCharm | forgottenrelics | Mining Charm | 1 | [GenericTheory] | [ELEMENTALPICK]
VoidGrimoire | forgottenrelics | Grimoire of The Abyss | 3 | [Overthrower] | [OCULUS, TerrorCrown, ChaosCore]
WeatherStone | forgottenrelics | Runic Stone | 1 | [GenericTheory] | [DeificAmulet]
DeificAmulet | forgottenrelics | Deific Amulet | 3 | [MiningCharm] | [RUNICEMERGENCY]

=======[gadomancy]=======
GADOMANCY.ARCANEDROPPER | gadomancy | Arcane Dropper | 2 | [DISTILESSENTIA, GADOMANCY.PSEUDO.BELLOWS] | [None]
